Date,Open,High,Low,Close,Adj Close,Volume
2001-01-02,502.5,559.599976,502.5,557.0,557.0,201200.0
2001-01-03,545.799988,579.900024,539.299988,569.0,569.0,285000.0
2001-01-04,617.700012,621.5,609.0,615.099976,615.099976,233100.0
2001-01-05,614.5,630.700012,602.5,625.200012,625.200012,367200.0
2001-01-08,614.900024,657.0,614.0,650.0,650.0,358600.0
2001-01-09,660.599976,678.200012,650.400024,678.200012,678.200012,457100.0
2001-01-10,688.599976,730.5,639.599976,639.599976,639.599976,697300.0
2001-01-11,657.200012,675.400024,631.900024,675.099976,675.099976,477200.0
2001-01-12,703.0,732.900024,699.0,713.599976,713.599976,502800.0
2001-01-15,745.700012,772.400024,745.700012,765.200012,765.200012,518900.0
2001-01-16,776.900024,790.200012,757.400024,777.099976,777.099976,630300.0
2001-01-17,766.0,780.5,732.200012,750.099976,750.099976,572100.0
2001-01-18,755.700012,777.099976,745.200012,745.599976,745.599976,504600.0
2001-01-19,769.299988,775.900024,753.700012,772.099976,772.099976,535900.0
2001-01-22,793.799988,834.200012,792.099976,833.200012,833.200012,484000.0
2001-01-23,,,,,,
2001-01-24,,,,,,
2001-01-25,,,,,,
2001-01-26,837.400024,854.599976,794.799988,800.400024,800.400024,499800.0
2001-01-29,806.299988,826.799988,794.400024,813.799988,813.799988,501000.0
2001-01-30,833.200012,859.200012,816.299988,827.599976,827.599976,605500.0
2001-01-31,836.299988,843.900024,785.5,843.599976,843.599976,718900.0
2001-02-01,824.200012,861.700012,816.599976,827.0,827.0,555500.0
2001-02-02,838.700012,844.099976,820.599976,826.599976,826.599976,458200.0
2001-02-05,799.799988,808.799988,769.099976,779.700012,779.700012,441400.0
2001-02-06,782.299988,797.200012,771.200012,797.200012,797.200012,494400.0
2001-02-07,796.099976,804.200012,777.700012,778.0,778.0,426900.0
2001-02-08,786.299988,802.5,784.799988,798.0,798.0,401500.0
2001-02-09,796.700012,810.700012,794.0,807.299988,807.299988,393400.0
2001-02-12,803.700012,832.599976,803.0,831.099976,831.099976,469600.0
2001-02-13,851.400024,853.5,833.200012,840.799988,840.799988,560300.0
2001-02-14,837.0,855.099976,835.599976,853.099976,853.099976,548200.0
2001-02-15,869.099976,886.799988,861.200012,873.799988,873.799988,640400.0
2001-02-16,885.099976,896.099976,859.700012,863.200012,863.200012,622200.0
2001-02-19,853.400024,872.900024,852.400024,872.900024,872.900024,537400.0
2001-02-20,884.900024,888.0,864.799988,876.5,876.5,644300.0
2001-02-21,861.599976,870.0,850.799988,852.5,852.5,609100.0
2001-02-22,837.900024,837.900024,787.299988,801.799988,801.799988,530400.0
2001-02-23,790.5,812.900024,790.5,805.700012,805.700012,423800.0
2001-02-26,816.200012,820.099976,809.200012,812.5,812.5,391400.0
2001-02-27,824.099976,826.5,779.599976,781.200012,781.200012,437800.0
2001-02-28,763.700012,774.900024,756.0,767.599976,767.599976,325400.0
2001-03-01,,,,,,
2001-03-02,764.099976,765.400024,719.0,719.900024,719.900024,329400.0
2001-03-05,697.200012,743.200012,685.900024,743.200012,743.200012,391900.0
2001-03-06,746.700012,756.700012,734.799988,735.200012,735.200012,413300.0
2001-03-07,752.400024,760.299988,742.299988,753.5,753.5,346700.0
2001-03-08,767.200012,781.400024,765.599976,780.0,780.0,428500.0
2001-03-09,768.900024,775.0,763.099976,765.599976,765.599976,341000.0
2001-03-12,739.700012,747.599976,723.299988,723.299988,723.299988,301700.0
2001-03-13,690.599976,707.799988,677.299988,685.700012,685.700012,365000.0
2001-03-14,716.0,720.599976,712.700012,720.400024,720.400024,350600.0
2001-03-15,685.200012,716.099976,682.799988,712.400024,712.400024,395800.0
2001-03-16,715.5,723.200012,707.5,713.799988,713.799988,323000.0
2001-03-19,706.599976,722.299988,706.599976,713.299988,713.299988,332800.0
2001-03-20,730.200012,731.599976,711.299988,713.5,713.5,358700.0
2001-03-21,699.299988,717.700012,697.700012,712.700012,712.700012,310900.0
2001-03-22,715.5,718.599976,700.400024,706.400024,706.400024,295700.0
2001-03-23,714.599976,716.200012,704.099976,706.099976,706.099976,366500.0
2001-03-26,716.099976,728.099976,715.599976,727.700012,727.700012,335100.0
2001-03-27,730.099976,733.799988,718.599976,718.599976,718.599976,343500.0
2001-03-28,733.900024,735.900024,704.700012,705.799988,705.799988,379200.0
2001-03-29,695.400024,705.5,687.299988,691.400024,691.400024,320100.0
2001-03-30,693.299988,698.200012,667.799988,684.299988,684.299988,292800.0
2001-04-02,684.799988,689.599976,679.599976,682.900024,682.900024,258000.0
2001-04-03,666.099976,666.599976,655.0,662.400024,662.400024,289300.0
2001-04-04,643.700012,659.5,641.799988,643.400024,643.400024,255900.0
2001-04-05,,,,,,
2001-04-06,676.0,677.700012,662.099976,665.099976,665.099976,256700.0
2001-04-09,656.299988,663.700012,648.099976,648.099976,648.099976,254200.0
2001-04-10,657.0,659.099976,643.5,645.599976,645.599976,291000.0
2001-04-11,664.900024,671.799988,661.700012,671.799988,671.799988,342800.0
2001-04-12,680.799988,687.799988,675.099976,683.200012,683.200012,344200.0
2001-04-13,693.400024,693.5,682.900024,686.200012,686.200012,368300.0
2001-04-16,685.900024,693.200012,680.700012,680.700012,680.700012,304200.0
2001-04-17,677.400024,685.099976,677.099976,683.099976,683.099976,308800.0
2001-04-18,695.299988,721.900024,694.299988,721.900024,721.900024,446700.0
2001-04-19,759.299988,767.299988,744.099976,749.0,749.0,447300.0
2001-04-20,757.599976,757.599976,734.200012,735.0,735.0,420600.0
2001-04-23,736.799988,767.099976,736.799988,758.799988,758.799988,442700.0
2001-04-24,744.299988,760.799988,743.400024,757.200012,757.200012,445300.0
2001-04-25,754.400024,773.0,753.099976,769.700012,769.700012,421300.0
2001-04-26,783.900024,785.5,763.099976,763.400024,763.400024,423500.0
2001-04-27,761.5,765.799988,746.900024,753.200012,753.200012,304900.0
2001-04-30,766.200012,789.700012,766.200012,789.700012,789.700012,366700.0
2001-05-01,,,,,,
2001-05-02,813.599976,820.700012,807.0,810.0,810.0,484200.0
2001-05-03,813.5,813.5,794.799988,799.900024,799.900024,418600.0
2001-05-04,785.400024,804.799988,783.599976,804.799988,804.799988,438500.0
2001-05-07,821.5,830.0,815.900024,828.400024,828.400024,489900.0
2001-05-08,823.900024,833.400024,817.799988,822.700012,822.700012,506300.0
2001-05-09,822.599976,824.299988,795.900024,795.900024,795.900024,444100.0
2001-05-10,799.700012,814.099976,796.400024,814.099976,814.099976,408800.0
2001-05-11,815.0,821.900024,812.5,817.200012,817.200012,452000.0
2001-05-14,821.5,830.200012,821.5,829.299988,829.299988,472400.0
2001-05-15,834.0,834.799988,814.799988,814.799988,814.799988,504200.0
2001-05-16,817.599976,825.299988,801.200012,801.200012,801.200012,426000.0
2001-05-17,829.099976,833.299988,821.900024,833.200012,833.200012,517700.0
2001-05-18,827.0,835.900024,822.299988,830.299988,830.299988,402600.0
2001-05-21,847.5,852.0,834.900024,838.099976,838.099976,429900.0
2001-05-22,857.599976,858.900024,830.599976,837.799988,837.799988,510100.0
2001-05-23,836.0,841.700012,827.099976,828.599976,828.599976,469300.0
2001-05-24,817.900024,831.400024,816.599976,830.099976,830.099976,465500.0
2001-05-25,836.5,839.0,830.0,834.299988,834.299988,523900.0
2001-05-28,833.099976,837.700012,830.799988,832.200012,832.200012,456100.0
2001-05-29,831.0,838.400024,831.0,838.099976,838.099976,516500.0
2001-05-30,832.700012,835.200012,828.099976,832.200012,832.200012,491800.0
2001-05-31,817.299988,821.0,809.099976,813.5,813.5,435300.0
2001-06-01,818.900024,821.400024,798.400024,801.099976,801.099976,432300.0
2001-06-04,801.099976,808.5,800.599976,803.700012,803.700012,355900.0
2001-06-05,806.700012,809.599976,789.200012,789.200012,789.200012,413600.0
2001-06-06,,,,,,
2001-06-07,786.599976,790.700012,774.099976,781.400024,781.400024,409800.0
2001-06-08,793.799988,807.900024,793.700012,807.700012,807.700012,420700.0
2001-06-11,798.5,798.900024,793.700012,795.200012,795.200012,344500.0
2001-06-12,793.299988,807.0,793.299988,801.200012,801.200012,408900.0
2001-06-13,808.700012,816.900024,808.700012,816.799988,816.799988,406800.0
2001-06-14,815.299988,821.900024,813.299988,821.299988,821.299988,402800.0
2001-06-15,814.599976,824.900024,813.0,824.900024,824.900024,381500.0
2001-06-18,824.900024,827.799988,816.700012,817.599976,817.599976,356500.0
2001-06-19,812.400024,814.200012,806.799988,809.299988,809.299988,388500.0
2001-06-20,809.099976,812.0,781.700012,788.299988,788.299988,340100.0
2001-06-21,796.200012,800.099976,783.099976,788.200012,788.200012,291700.0
2001-06-22,787.400024,791.5,785.400024,786.0,786.0,334700.0
2001-06-25,782.900024,787.599976,776.799988,776.799988,776.799988,300000.0
2001-06-26,775.599976,780.099976,742.799988,745.299988,745.299988,314300.0
2001-06-27,744.799988,749.5,733.0,746.0,746.0,290100.0
2001-06-28,747.0,756.200012,744.599976,747.200012,747.200012,281800.0
2001-06-29,763.700012,768.700012,761.099976,768.700012,768.700012,293900.0
2001-07-02,772.0,777.700012,766.799988,775.599976,775.599976,289300.0
2001-07-03,778.299988,781.099976,773.799988,776.5,776.5,304600.0
2001-07-04,776.200012,777.400024,765.599976,774.900024,774.900024,306500.0
2001-07-05,774.200012,778.799988,767.200012,767.200012,767.200012,320100.0
2001-07-06,754.599976,754.599976,740.799988,740.799988,740.799988,289800.0
2001-07-09,719.299988,719.5,694.299988,701.200012,701.200012,286800.0
2001-07-10,709.700012,713.400024,701.400024,706.700012,706.700012,302200.0
2001-07-11,681.200012,693.5,671.700012,680.700012,680.700012,350000.0
2001-07-12,699.400024,721.599976,697.900024,721.599976,721.599976,369400.0
2001-07-13,736.599976,737.0,695.799988,695.799988,695.799988,406600.0
2001-07-16,702.599976,708.900024,693.0,701.700012,701.700012,292700.0
2001-07-17,,,,,,
2001-07-18,703.299988,706.0,680.299988,680.299988,680.299988,300400.0
2001-07-19,667.599976,683.799988,667.0,683.799988,683.799988,285100.0
2001-07-20,677.599976,681.900024,670.799988,670.799988,670.799988,267900.0
2001-07-23,668.299988,673.299988,638.299988,641.400024,641.400024,261600.0
2001-07-24,631.400024,646.799988,612.799988,645.299988,645.299988,337300.0
2001-07-25,633.099976,653.099976,632.200012,641.0,641.0,371700.0
2001-07-26,651.700012,657.5,648.299988,652.400024,652.400024,353700.0
2001-07-27,665.0,675.0,664.299988,674.599976,674.599976,352400.0
2001-07-30,677.099976,677.900024,669.099976,669.799988,669.799988,322400.0
2001-07-31,669.099976,680.900024,669.099976,680.900024,680.900024,387300.0
2001-08-01,687.400024,705.799988,687.099976,704.400024,704.400024,442700.0
2001-08-02,709.400024,715.299988,698.5,707.200012,707.200012,413600.0
2001-08-03,712.099976,714.0,700.200012,705.799988,705.799988,357400.0
2001-08-06,703.0,722.099976,701.400024,718.0,718.0,309400.0
2001-08-07,710.400024,720.599976,708.799988,714.900024,714.900024,366700.0
2001-08-08,714.0,720.400024,706.200012,707.700012,707.700012,343300.0
2001-08-09,692.599976,697.299988,689.099976,689.200012,689.200012,310200.0
2001-08-10,692.299988,696.400024,688.299988,692.099976,692.099976,292100.0
2001-08-13,693.799988,696.900024,685.400024,689.700012,689.700012,312600.0
2001-08-14,694.099976,698.099976,691.799988,697.599976,697.599976,318800.0
2001-08-15,,,,,,
2001-08-16,687.599976,693.0,684.400024,690.400024,690.400024,241900.0
2001-08-17,693.5,698.700012,690.299988,691.400024,691.400024,271200.0
2001-08-20,677.200012,682.5,675.799988,679.700012,679.700012,261000.0
2001-08-21,685.400024,687.5,676.599976,682.200012,682.200012,245000.0
2001-08-22,671.599976,686.599976,671.099976,686.599976,686.599976,259600.0
2001-08-23,692.700012,694.599976,679.400024,679.400024,679.400024,240100.0
2001-08-24,680.599976,682.299988,672.400024,677.799988,677.799988,246200.0
2001-08-27,689.799988,689.900024,681.299988,681.299988,681.299988,234300.0
2001-08-28,679.200012,680.0,672.0,674.400024,674.400024,221700.0
2001-08-29,665.299988,666.299988,649.599976,653.200012,653.200012,215600.0
2001-08-30,641.400024,648.299988,631.599976,648.299988,648.299988,207400.0
2001-08-31,627.799988,635.0,611.599976,618.400024,618.400024,211900.0
2001-09-03,619.0,622.900024,608.5,615.200012,615.200012,199000.0
2001-09-04,612.5,627.400024,608.700012,627.400024,627.400024,258800.0
2001-09-05,617.200012,623.0,615.099976,617.599976,617.599976,224600.0
2001-09-06,620.299988,629.5,620.299988,627.599976,627.599976,242200.0
2001-09-07,621.0,632.5,619.599976,631.400024,631.400024,256700.0
2001-09-10,625.200012,629.5,622.200012,626.200012,626.200012,224400.0
2001-09-11,631.599976,633.5,615.599976,618.0,618.0,252300.0
2001-09-12,548.299988,551.799988,546.099976,546.400024,546.400024,126100.0
2001-09-13,531.900024,551.299988,529.599976,541.900024,541.900024,387600.0
2001-09-14,544.200012,545.599976,493.100006,502.100006,502.100006,350100.0
2001-09-17,492.799988,493.100006,456.700012,460.5,460.5,211300.0
2001-09-18,477.600006,495.100006,477.600006,494.799988,494.799988,353800.0
2001-09-19,495.100006,514.900024,492.600006,504.600006,504.600006,369800.0
2001-09-20,505.0,505.0,487.399994,493.600006,493.600006,307200.0
2001-09-21,479.299988,493.399994,471.200012,489.700012,489.700012,293200.0
2001-09-24,492.100006,503.899994,487.5,500.0,500.0,307600.0
2001-09-25,517.0,517.700012,483.600006,486.200012,486.200012,354800.0
2001-09-26,491.100006,494.200012,484.399994,489.100006,489.100006,277600.0
2001-09-27,486.0,496.5,486.0,496.5,496.5,335800.0
2001-09-28,500.100006,517.799988,499.0,516.400024,516.400024,358700.0
2001-10-01,,,,,,
2001-10-02,,,,,,
2001-10-03,,,,,,
2001-10-04,543.299988,552.400024,540.200012,550.799988,550.799988,319000.0
2001-10-05,547.5,547.599976,538.799988,540.700012,540.700012,371000.0
2001-10-08,530.200012,546.900024,522.799988,535.5,535.5,306400.0
2001-10-09,546.099976,563.099976,546.099976,560.200012,560.200012,417400.0
2001-10-10,556.5,569.900024,556.5,564.5,564.5,492100.0
2001-10-11,585.299988,593.700012,583.400024,583.900024,583.900024,488800.0
2001-10-12,598.400024,601.200012,582.5,590.200012,590.200012,549500.0
2001-10-15,591.900024,598.400024,588.0,595.700012,595.700012,414000.0
2001-10-16,598.299988,609.5,598.299988,608.200012,608.200012,451600.0
2001-10-17,617.200012,620.900024,611.599976,619.099976,619.099976,441200.0
2001-10-18,607.700012,621.299988,604.200012,612.799988,612.799988,440100.0
2001-10-19,615.099976,620.599976,615.099976,620.599976,620.599976,368400.0
2001-10-22,628.299988,633.700012,626.799988,633.599976,633.599976,418900.0
2001-10-23,642.099976,644.0,627.799988,629.900024,629.900024,570300.0
2001-10-24,630.400024,643.299988,630.400024,640.900024,640.900024,479800.0
2001-10-25,647.599976,647.799988,634.599976,636.599976,636.599976,371300.0
2001-10-26,642.200012,645.5,637.299988,641.0,641.0,348200.0
2001-10-29,641.200012,649.099976,639.200012,640.599976,640.599976,344300.0
2001-10-30,628.200012,629.099976,616.400024,617.099976,617.099976,372600.0
2001-10-31,612.5,625.5,611.799988,625.5,625.5,360600.0
2001-11-01,629.099976,639.900024,627.0,636.400024,636.400024,444300.0
2001-11-02,645.200012,650.0,634.5,639.299988,639.299988,465400.0
2001-11-05,647.299988,653.700012,644.0,653.599976,653.599976,413900.0
2001-11-06,663.599976,665.700012,658.599976,659.700012,659.700012,495600.0
2001-11-07,662.5,664.200012,656.599976,656.599976,656.599976,403200.0
2001-11-08,658.0,669.799988,658.0,666.099976,666.099976,370500.0
2001-11-09,667.099976,673.0,661.200012,671.900024,671.900024,401100.0
2001-11-12,677.0,684.200012,670.900024,683.900024,683.900024,429700.0
2001-11-13,679.099976,684.099976,669.599976,680.099976,680.099976,469000.0
2001-11-14,688.299988,693.0,687.299988,692.0,692.0,507000.0
2001-11-15,693.299988,698.599976,677.400024,683.299988,683.299988,552200.0
2001-11-16,682.0,686.0,675.299988,685.0,685.0,425000.0
2001-11-19,686.0,695.099976,686.0,691.5,691.5,426800.0
2001-11-20,699.0,703.799988,683.099976,686.799988,686.799988,456300.0
2001-11-21,682.599976,691.700012,682.200012,690.299988,690.299988,443200.0
2001-11-22,692.0,697.400024,685.599976,696.599976,696.599976,443700.0
2001-11-23,697.5,707.400024,696.599976,706.200012,706.200012,430400.0
2001-11-26,716.200012,727.599976,716.200012,722.799988,722.799988,416700.0
2001-11-27,731.200012,740.099976,716.400024,722.799988,722.799988,466700.0
2001-11-28,717.400024,720.200012,679.299988,679.900024,679.900024,384100.0
2001-11-29,672.200012,689.900024,662.599976,689.900024,689.900024,316600.0
2001-11-30,700.200012,709.200012,700.200012,705.200012,705.200012,355500.0
2001-12-03,704.299988,711.900024,701.299988,710.299988,710.299988,295800.0
2001-12-04,708.900024,714.200012,705.599976,707.599976,707.599976,367300.0
2001-12-05,718.799988,721.900024,715.900024,720.400024,720.400024,404400.0
2001-12-06,736.599976,740.200012,711.400024,718.900024,718.900024,452200.0
2001-12-07,719.200012,728.900024,719.0,728.200012,728.200012,430000.0
2001-12-10,729.799988,736.700012,720.599976,727.0,727.0,415900.0
2001-12-11,720.400024,729.099976,718.200012,723.799988,723.799988,421000.0
2001-12-12,726.700012,747.900024,726.700012,747.900024,747.900024,444000.0
2001-12-13,751.200012,758.599976,743.799988,753.0,753.0,455600.0
2001-12-14,745.099976,750.700012,737.0,739.400024,739.400024,359600.0
2001-12-17,740.400024,741.0,714.0,715.099976,715.099976,363200.0
2001-12-18,721.799988,725.299988,693.0,693.5,693.5,416100.0
2001-12-19,697.5,701.200012,669.200012,675.900024,675.900024,391600.0
2001-12-20,675.799988,698.799988,672.099976,698.400024,698.400024,335600.0
2001-12-21,682.700012,695.700012,681.5,684.299988,684.299988,331800.0
2001-12-24,688.299988,694.099976,681.900024,684.299988,684.299988,259200.0
2001-12-25,,,,,,
2001-12-26,687.0,689.200012,683.099976,685.400024,685.400024,268100.0
2001-12-27,680.900024,694.400024,680.099976,694.299988,694.299988,266300.0
2001-12-28,702.099976,723.599976,702.099976,722.099976,722.099976,287000.0
2001-12-31,,,,,,
2002-01-01,,,,,,
2002-01-02,732.400024,745.0,727.799988,744.700012,744.700012,247700.0
2002-01-03,748.700012,749.700012,738.299988,744.900024,744.900024,347200.0
2002-01-04,755.900024,758.700012,750.700012,754.5,754.5,350100.0
2002-01-07,758.200012,765.200012,749.900024,760.900024,760.900024,308700.0
2002-01-08,757.900024,764.299988,751.099976,753.5,753.5,333300.0
2002-01-09,751.5,761.5,748.099976,761.5,761.5,375100.0
2002-01-10,760.900024,765.5,755.5,763.299988,763.299988,397700.0
2002-01-11,765.200012,768.599976,746.0,750.200012,750.200012,362800.0
2002-01-14,745.099976,751.400024,744.099976,751.099976,751.099976,337100.0
2002-01-15,745.299988,748.099976,731.099976,731.900024,731.900024,344300.0
2002-01-16,731.700012,737.200012,729.099976,729.099976,729.099976,354300.0
2002-01-17,720.299988,722.900024,709.599976,722.900024,722.900024,338100.0
2002-01-18,725.5,729.599976,720.200012,720.200012,720.200012,312200.0
2002-01-21,716.700012,730.700012,715.299988,729.900024,729.900024,259700.0
2002-01-22,732.0,743.900024,732.0,739.299988,739.299988,300200.0
2002-01-23,736.299988,750.299988,735.0,750.299988,750.299988,304000.0
2002-01-24,756.0,760.400024,748.400024,750.099976,750.099976,384400.0
2002-01-25,758.599976,766.400024,758.599976,764.700012,764.700012,385500.0
2002-01-28,776.799988,799.900024,776.799988,799.900024,799.900024,462600.0
2002-01-29,805.299988,808.599976,787.299988,790.900024,790.900024,409100.0
2002-01-30,769.900024,776.200012,758.299988,762.0,762.0,349300.0
2002-01-31,774.799988,781.0,767.299988,773.599976,773.599976,417000.0
2002-02-01,775.599976,782.700012,759.799988,759.799988,759.799988,403700.0
2002-02-04,758.400024,764.799988,741.0,742.799988,742.799988,340400.0
2002-02-05,732.599976,743.5,727.200012,743.5,743.5,344600.0
2002-02-06,743.799988,752.5,743.799988,747.400024,747.400024,335900.0
2002-02-07,740.799988,746.5,723.900024,724.5,724.5,312500.0
2002-02-08,726.900024,729.900024,722.5,728.799988,728.799988,246600.0
2002-02-11,,,,,,
2002-02-12,,,,,,
2002-02-13,,,,,,
2002-02-14,746.5,751.900024,745.099976,751.900024,751.900024,239500.0
2002-02-15,749.5,757.700012,749.5,753.0,753.0,281000.0
2002-02-18,755.400024,763.299988,755.400024,760.5,760.5,261900.0
2002-02-19,765.700012,767.599976,757.299988,758.5,758.5,288300.0
2002-02-20,753.700012,757.799988,751.0,756.700012,756.700012,291500.0
2002-02-21,766.0,768.5,758.700012,763.0,763.0,327700.0
2002-02-22,756.400024,771.900024,756.099976,770.599976,770.599976,347500.0
2002-02-25,778.299988,782.700012,769.900024,771.099976,771.099976,307900.0
2002-02-26,779.400024,782.5,767.799988,770.0,770.0,340600.0
2002-02-27,770.400024,775.400024,769.900024,775.400024,775.400024,336800.0
2002-02-28,780.200012,787.799988,779.099976,787.099976,787.099976,329000.0
2002-03-01,,,,,,
2002-03-04,807.900024,838.599976,806.5,830.400024,830.400024,433200.0
2002-03-05,849.299988,858.599976,831.200012,836.200012,836.200012,492100.0
2002-03-06,841.0,843.400024,832.200012,841.400024,841.400024,479000.0
2002-03-07,851.900024,856.599976,835.799988,837.299988,837.299988,520800.0
2002-03-08,841.299988,847.099976,826.700012,840.900024,840.900024,409000.0
2002-03-11,852.400024,865.900024,848.200012,865.400024,865.400024,465400.0
2002-03-12,870.099976,875.400024,855.299988,866.0,866.0,490700.0
2002-03-13,865.5,873.400024,861.599976,869.599976,869.599976,489000.0
2002-03-14,869.599976,874.900024,856.200012,874.900024,874.900024,402700.0
2002-03-15,873.599976,899.200012,873.599976,893.5,893.5,496600.0
2002-03-18,910.400024,921.700012,905.200012,917.799988,917.799988,549200.0
2002-03-19,921.5,925.799988,911.700012,925.799988,925.799988,489200.0
2002-03-20,933.700012,940.400024,916.599976,916.599976,916.599976,566600.0
2002-03-21,908.599976,928.700012,908.599976,918.400024,918.400024,473900.0
2002-03-22,927.799988,949.700012,925.099976,943.0,943.0,558000.0
2002-03-25,954.599976,964.599976,936.299988,936.299988,936.299988,505100.0
2002-03-26,931.200012,941.700012,918.0,925.599976,925.599976,478300.0
2002-03-27,933.400024,934.900024,926.099976,931.0,931.0,488300.0
2002-03-28,937.799988,945.5,918.5,918.5,918.5,484400.0
2002-03-29,925.0,931.200012,917.700012,927.299988,927.299988,437500.0
2002-04-01,922.799988,924.400024,877.0,877.0,877.0,455700.0
2002-04-02,878.299988,885.900024,866.0,884.200012,884.200012,431900.0
2002-04-03,877.400024,891.099976,869.299988,878.700012,878.700012,439700.0
2002-04-04,877.5,885.400024,874.099976,882.0,882.0,459900.0
2002-04-05,,,,,,
2002-04-08,888.900024,891.400024,876.5,879.900024,879.900024,385800.0
2002-04-09,882.400024,885.099976,861.799988,862.099976,862.099976,397100.0
2002-04-10,857.200012,857.799988,823.200012,835.400024,835.400024,503000.0
2002-04-11,842.400024,848.599976,833.599976,846.099976,846.099976,429900.0
2002-04-12,829.700012,842.400024,829.5,842.400024,842.400024,388900.0
2002-04-15,849.099976,863.200012,849.099976,858.200012,858.200012,365900.0
2002-04-16,859.200012,866.0,858.099976,865.099976,865.099976,376500.0
2002-04-17,885.099976,887.799988,874.099976,874.299988,874.299988,416400.0
2002-04-18,876.900024,880.0,872.900024,876.799988,876.799988,367300.0
2002-04-19,876.0,879.900024,856.200012,858.799988,858.799988,366300.0
2002-04-22,854.299988,857.599976,815.200012,824.5,824.5,347500.0
2002-04-23,810.099976,816.5,799.5,810.200012,810.200012,300900.0
2002-04-24,807.700012,819.200012,790.700012,794.799988,794.799988,313800.0
2002-04-25,783.799988,787.400024,757.099976,757.299988,757.299988,282900.0
2002-04-26,759.900024,770.200012,752.5,767.799988,767.799988,255700.0
2002-04-29,746.099976,757.400024,733.599976,737.0,737.0,261100.0
2002-04-30,735.900024,741.5,727.0,733.400024,733.400024,263100.0
2002-05-01,,,,,,
